Date,Country,Region,Region Code,lat,long,Region code,ISO Code,Map Region,Population,Area,Total Cases,Deaths,Recovered,Tests,Tested People,Active Cases,Hospitalized,Quarantined,Intensive Care,Other Hospitalized,Prev Total Cases,Previous Daily Cases,Daily Cases,Daily Deaths,Daily Recovered,Daily Tests,Daily Tested People,Daily Active Cases,Daily Hospitalized,Daily Quarantined,Daily Intensive Care,Daily Other Hospitalized,Weekly Cases,Weekly Deaths,Weekly Recovered,Weekly Tests,Weekly Tested People,Weekly Active Cases,Weekly Hospitalized,Weekly Quarantined,Weekly Intensive Care,Weekly Other Hospitalized,Last Update,note_it,note_en
2020-03-13,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,89,2,4,958,,83,56,27,14,42,84,46,5,0,0,91,,5,-3,8,2,-5,80,2,4,862,,74,47,27,14,33,2020-03-13 17:00:00,,
2020-03-13,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,10,0,0,155,,10,2,8,1,1,8,0,2,0,0,0,,2,0,2,0,0,7,0,0,92,,7,1,6,1,0,2020-03-13 17:00:00,,
2020-03-13,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,125,2,0,811,,123,25,98,5,20,104,29,21,1,0,204,,20,0,20,1,-1,121,2,0,775,,119,21,98,5,16,2020-03-13 17:00:00,,
2020-03-13,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,38,0,1,504,,37,21,16,3,18,33,14,5,0,0,21,,5,5,0,1,4,34,0,1,405,,33,19,14,3,16,2020-03-13 17:00:00,,
2020-03-13,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,220,2,5,1671,,213,79,134,19,60,179,25,41,1,1,120,,39,12,27,8,4,163,2,5,1200,,156,67,89,19,48,2020-03-13 17:00:00,,
2020-03-13,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,2263,201,51,8787,,2011,1070,941,128,942,1947,208,316,55,8,1187,,253,144,109,16,128,1393,164,34,5651,,1195,620,575,75,545,2020-03-13 17:00:00,,
2020-03-13,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,257,10,11,3149,,236,67,169,8,59,167,41,90,2,0,545,,88,34,54,-2,36,226,10,8,2572,,208,63,145,8,55,2020-03-13 17:00:00,,
2020-03-13,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,277,11,24,6491,,242,146,96,24,122,200,50,77,2,5,899,,70,41,29,4,37,223,10,21,5118,,192,112,80,16,96,2020-03-13 17:00:00,,
2020-03-13,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,345,17,24,1442,,304,172,132,44,128,274,80,71,6,4,268,,61,36,25,8,28,313,14,19,1213,,280,155,125,39,116,2020-03-13 17:00:00,,
2020-03-13,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,9820,890,1198,32700,,7732,5085,2647,650,4435,8725,1445,1095,146,113,3166,,836,233,603,45,188,7208,755,729,19144,,5724,3154,2570,341,2813,2020-03-13 17:00:00,,
2020-03-13,ITA,Marche,11,43.61675973,13.5188753,11,IT-57,Marche,1525271,9401,725,27,0,2218,,698,422,276,85,337,592,113,133,5,0,311,,128,92,36,9,83,566,23,0,1633,,543,329,214,65,264,2020-03-13 17:00:00,,
2020-03-13,ITA,Molise,14,41.55774754,14.65916051,14,IT-67,Molise,305617,4461,17,0,0,243,,17,8,9,3,5,16,0,1,0,0,5,,1,1,0,0,1,5,0,0,139,,5,3,2,1,2,2020-03-13 17:00:00,,
2020-03-13,ITA,Piemonte,1,45.0732745,7.680687483,1,IT-21,Piemonte,4356406,25387,840,46,0,3105,,794,691,103,135,556,580,79,260,20,0,226,,240,226,14,38,188,697,42,0,2312,,655,604,51,105,499,2020-03-13 17:00:00,,
2020-03-13,ITA,Puglia,16,41.12559576,16.86736689,16,IT-75,Puglia,4029053,19541,129,5,3,1449,,121,79,42,2,77,104,27,25,0,2,180,,23,19,4,0,19,112,4,2,1054,,106,73,33,1,72,2020-03-13 17:00:00,,
2020-03-13,ITA,Sardegna,20,39.21531192,9.110616306,20,IT-88,Sardegna,1639591,24100,43,0,0,504,,43,12,31,0,12,39,2,4,0,0,202,,4,0,4,0,0,38,0,0,405,,38,10,28,0,10,2020-03-13 17:00:00,,
2020-03-13,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,130,2,2,1950,,126,44,82,7,37,115,32,15,0,0,473,,15,11,4,2,9,106,2,0,1583,,104,37,67,7,30,2020-03-13 17:00:00,,
2020-03-13,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,470,5,10,4049,,455,211,244,77,134,364,44,106,0,3,884,,103,52,51,18,34,391,5,9,2952,,377,171,206,72,99,2020-03-13 17:00:00,,
2020-03-13,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,163,2,4,846,,157,64,93,6,58,107,30,56,1,0,253,,55,16,39,1,15,153,2,4,724,,147,60,87,6,54,2020-03-13 17:00:00,,
2020-03-13,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,76,1,2,576,,73,21,52,10,11,64,18,12,1,0,118,,11,5,6,2,3,60,1,2,466,,57,17,40,8,9,2020-03-13 17:00:00,,
2020-03-13,ITA,Valle d'Aosta,2,45.73750286,7.320149366,2,IT-23,Valle d'Aosta,125666,3261,28,1,0,189,,27,6,21,0,6,27,7,1,0,0,71,,1,-1,2,0,-1,21,1,0,161,,20,6,14,0,6,2020-03-13 17:00:00,,
2020-03-13,ITA,Veneto,5,45.43490485,12.33845213,5,IT-34,Veneto,4905854,18020,1595,42,100,25691,,1453,473,980,107,366,1384,361,211,10,45,2253,,156,28,128,22,6,1107,30,78,12668,,999,329,670,80,249,2020-03-13 17:00:00,,
2020-03-14,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,112,2,4,1232,,106,65,41,14,51,89,5,23,0,0,274,,23,9,14,0,9,101,2,4,1109,,95,54,41,14,40,2020-03-14 17:00:00,,
2020-03-14,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,10,0,0,155,,10,2,8,2,0,10,2,0,0,0,0,,0,0,0,1,-1,7,0,0,80,,7,1,6,2,-1,2020-03-14 17:00:00,,
2020-03-14,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,173,3,0,1135,,170,33,137,7,26,125,21,48,1,0,324,,47,8,39,2,6,164,3,0,1099,,161,25,136,7,18,2020-03-14 17:00:00,,
2020-03-14,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,60,0,1,711,,59,26,33,4,22,38,5,22,0,0,207,,22,5,17,1,4,56,0,1,598,,55,24,31,4,20,2020-03-14 17:00:00,,
2020-03-14,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,272,6,23,1936,,243,89,154,17,72,220,41,52,4,18,265,,30,10,20,-2,12,211,6,23,1324,,182,73,109,17,56,2020-03-14 17:00:00,,
2020-03-14,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,2644,241,54,10043,,2349,1228,1121,152,1076,2263,316,381,40,3,1256,,338,158,180,24,134,1634,193,29,6439,,1412,700,712,88,612,2020-03-14 17:00:00,,
2020-03-14,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,301,13,17,3376,,271,78,193,11,67,257,90,44,3,6,227,,35,11,24,3,8,259,13,14,2799,,232,70,162,10,60,2020-03-14 17:00:00,,
2020-03-14,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,357,13,24,7335,,320,206,114,25,181,277,77,80,2,0,844,,78,60,18,1,59,281,12,21,5753,,248,155,93,17,138,2020-03-14 17:00:00,,
2020-03-14,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,463,27,52,1750,,384,275,109,62,213,345,71,118,10,28,308,,80,103,-23,18,85,412,23,47,1419,,342,243,99,56,187,2020-03-14 17:00:00,,
2020-03-14,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,11685,966,1660,37138,,9059,5630,3429,732,4898,9820,1095,1865,76,462,4438,,1327,545,782,82,463,8265,812,1136,21360,,6317,3610,2707,373,3237,2020-03-14 17:00:00,,
2020-03-14,ITA,Marche,11,43.61675973,13.5188753,11,IT-57,Marche,1525271,9401,899,36,0,2561,,863,542,321,93,449,725,133,174,9,0,343,,165,120,45,8,112,692,30,0,1745,,662,412,250,57,355,2020-03-14 17:00:00,,
2020-03-14,ITA,Molise,14,41.55774754,14.65916051,14,IT-67,Molise,305617,4461,17,0,0,247,,17,8,9,3,5,17,1,0,0,0,4,,0,0,0,0,0,3,0,0,135,,3,3,0,1,2,2020-03-14 17:00:00,,
2020-03-14,ITA,Piemonte,1,45.0732745,7.680687483,1,IT-21,Piemonte,4356406,25387,873,59,0,3680,,814,688,126,150,538,840,260,33,13,0,575,,20,-3,23,15,-18,666,54,0,2634,,612,540,72,112,428,2020-03-14 17:00:00,,
2020-03-14,ITA,Puglia,16,41.12559576,16.86736689,16,IT-75,Puglia,4029053,19541,166,8,2,1681,,156,97,59,6,91,129,25,37,3,-1,232,,35,18,17,4,14,140,6,1,1286,,133,86,47,4,82,2020-03-14 17:00:00,,
2020-03-14,ITA,Sardegna,20,39.21531192,9.110616306,20,IT-88,Sardegna,1639591,24100,47,0,0,530,,47,14,33,0,14,43,4,4,0,0,26,,4,2,2,0,2,42,0,0,431,,42,12,30,0,12,2020-03-14 17:00:00,,
2020-03-14,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,156,2,4,2100,,150,53,97,11,42,130,15,26,0,2,150,,24,9,15,4,5,121,2,2,1457,,117,45,72,11,34,2020-03-14 17:00:00,,
2020-03-14,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,630,6,10,4595,,614,247,367,87,160,470,106,160,1,0,546,,159,36,123,10,26,517,6,9,3264,,502,186,316,80,106,2020-03-14 17:00:00,,
2020-03-14,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,206,2,5,1006,,199,80,119,12,68,163,56,43,0,1,160,,42,16,26,6,10,192,2,5,812,,185,73,112,11,62,2020-03-14 17:00:00,,
2020-03-14,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,107,1,3,748,,103,32,71,11,21,76,12,31,0,1,172,,30,11,19,1,10,83,1,3,614,,79,28,51,9,19,2020-03-14 17:00:00,,
2020-03-14,ITA,Valle d'Aosta,2,45.73750286,7.320149366,2,IT-23,Valle d'Aosta,125666,3261,42,1,0,231,,41,12,29,0,12,28,1,14,0,0,42,,14,6,8,0,6,34,1,0,199,,33,11,22,0,11,2020-03-14 17:00:00,,
2020-03-14,ITA,Veneto,5,45.43490485,12.33845213,5,IT-34,Veneto,4905854,18020,1937,55,107,26980,,1775,485,1290,119,366,1595,211,342,13,7,1289,,322,12,310,12,0,1394,42,82,12551,,1270,321,949,78,243,2020-03-14 17:00:00,,
2020-03-15,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,137,3,6,1419,,128,100,28,28,72,112,23,25,1,2,187,,22,35,-13,14,21,120,3,6,1256,,111,86,25,28,58,2020-03-15 17:00:00,,
2020-03-15,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,11,0,0,208,,11,2,9,2,0,10,0,1,0,0,53,,1,0,1,0,0,7,0,0,85,,7,0,7,2,-2,2020-03-15 17:00:00,,
2020-03-15,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,204,5,0,1497,,199,54,145,4,50,173,48,31,2,0,362,,29,21,8,-3,24,195,5,0,1461,,190,46,144,4,42,2020-03-15 17:00:00,,
2020-03-15,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,68,1,1,884,,66,38,28,6,32,60,22,8,1,0,173,,7,12,-5,2,10,59,1,1,771,,57,33,24,6,27,2020-03-15 17:00:00,,
2020-03-15,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,333,9,28,2213,,296,95,201,22,73,272,52,61,3,5,277,,53,6,47,5,1,232,9,27,1233,,196,58,138,15,43,2020-03-15 17:00:00,,
2020-03-15,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,3093,284,68,12054,,2741,1384,1357,169,1215,2644,381,449,43,14,2011,,392,156,236,17,139,1913,228,41,7710,,1644,767,877,94,673,2020-03-15 17:00:00,,
2020-03-15,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,347,14,17,3407,,316,110,206,12,98,301,44,46,1,0,31,,45,32,13,1,31,290,13,14,2410,,263,102,161,11,91,2020-03-15 17:00:00,,
2020-03-15,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,436,16,24,8345,,396,254,142,31,223,357,80,79,3,0,1010,,76,48,28,6,42,349,13,21,6416,,315,199,116,23,176,2020-03-15 17:00:00,,
2020-03-15,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,559,33,33,1973,,493,319,174,66,253,463,118,96,6,-19,223,,109,44,65,4,40,481,27,28,1572,,426,269,157,55,214,2020-03-15 17:00:00,,
2020-03-15,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,13272,1218,2011,40369,,10043,6267,3776,767,5500,11685,1865,1587,252,351,3231,,984,637,347,35,602,9083,951,1461,21835,,6671,3651,3020,368,3283,2020-03-15 17:00:00,,
2020-03-15,ITA,Marche,11,43.61675973,13.5188753,11,IT-57,Marche,1525271,9401,1133,46,0,2946,,1087,619,468,98,521,899,174,234,10,0,385,,224,77,147,5,72,861,39,0,1921,,822,468,354,57,411,2020-03-15 17:00:00,,
2020-03-15,ITA,Molise,14,41.55774754,14.65916051,14,IT-67,Molise,305617,4461,17,0,0,248,,17,7,10,4,3,17,0,0,0,0,1,,0,-1,1,1,-2,3,0,0,132,,3,1,2,2,-1,2020-03-15 17:00:00,,
2020-03-15,ITA,Piemonte,1,45.0732745,7.680687483,1,IT-21,Piemonte,4356406,25387,1111,81,0,4375,,1030,897,133,171,726,873,33,238,22,0,695,,216,209,7,21,188,751,76,0,2739,,675,607,68,126,481,2020-03-15 17:00:00,,
2020-03-15,ITA,Puglia,16,41.12559576,16.86736689,16,IT-75,Puglia,4029053,19541,230,16,2,2017,,212,122,90,6,116,166,37,64,8,0,336,,56,25,31,0,25,190,13,1,1390,,176,102,74,3,99,2020-03-15 17:00:00,,
2020-03-15,ITA,Sardegna,20,39.21531192,9.110616306,20,IT-88,Sardegna,1639591,24100,77,2,0,613,,75,16,59,0,16,47,4,30,2,0,83,,28,2,26,0,2,66,2,0,464,,64,11,53,0,11,2020-03-15 17:00:00,,
2020-03-15,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,188,2,7,2452,,179,71,108,15,56,156,26,32,0,3,352,,29,18,11,4,14,135,2,5,1661,,128,53,75,15,38,2020-03-15 17:00:00,,
2020-03-15,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,781,8,10,5132,,763,282,481,107,175,630,160,151,2,0,537,,149,35,114,20,15,615,8,9,3514,,598,184,414,100,84,2020-03-15 17:00:00,,
2020-03-15,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,378,6,5,1006,,367,92,275,19,73,206,43,172,4,0,0,,168,12,156,7,5,355,6,5,778,,344,83,261,17,66,2020-03-15 17:00:00,,
2020-03-15,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,143,1,3,965,,139,38,101,13,25,107,31,36,0,0,217,,36,6,30,2,4,117,1,3,797,,113,34,79,11,23,2020-03-15 17:00:00,,
2020-03-15,ITA,Valle d'Aosta,2,45.73750286,7.320149366,2,IT-23,Valle d'Aosta,125666,3261,57,1,0,230,,56,13,43,3,10,42,14,15,0,0,-1,,15,1,14,3,-2,48,1,0,189,,47,12,35,3,9,2020-03-15 17:00:00,,
2020-03-15,ITA,Veneto,5,45.43490485,12.33845213,5,IT-34,Veneto,4905854,18020,2172,63,120,32546,,1989,555,1434,129,426,1937,342,235,8,13,5566,,214,70,144,10,60,1502,45,91,16628,,1366,362,1004,82,280,2020-03-15 17:00:00,,
2020-03-16,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,176,4,7,1533,,165,108,57,37,71,137,25,39,1,1,114,,37,8,29,9,-1,146,4,7,1296,,135,83,52,37,46,2020-03-16 17:00:00,,
2020-03-16,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,12,0,0,230,,12,3,9,2,1,11,1,1,0,0,22,,1,1,0,0,1,7,0,0,95,,7,1,6,2,-1,2020-03-16 17:00:00,,
2020-03-16,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,241,6,0,1740,,235,64,171,11,53,204,31,37,1,0,243,,36,10,26,7,3,232,6,0,1704,,226,56,170,11,45,2020-03-16 17:00:00,,
2020-03-16,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,89,1,1,1030,,87,43,44,7,36,68,8,21,0,0,146,,21,5,16,1,4,78,1,-1,857,,78,35,43,7,28,2020-03-16 17:00:00,,
2020-03-16,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,400,9,28,2517,,363,125,238,22,103,333,61,67,0,0,304,,67,30,37,0,30,280,9,27,1537,,244,75,169,14,61,2020-03-16 17:00:00,,
2020-03-16,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,3522,346,88,13096,,3088,1559,1529,197,1362,3093,449,429,62,20,1042,,347,175,172,28,147,2136,276,58,8190,,1802,893,909,107,786,2020-03-16 17:00:00,,
2020-03-16,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,386,22,18,4851,,346,115,231,19,96,347,46,39,8,1,1444,,30,5,25,7,-2,293,21,15,3507,,257,96,161,18,78,2020-03-16 17:00:00,,
2020-03-16,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,523,19,32,9330,,472,298,174,31,267,436,79,87,3,8,985,,76,44,32,0,44,421,14,29,7401,,378,235,143,23,212,2020-03-16 17:00:00,,
2020-03-16,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,667,50,42,2189,,575,328,247,73,255,559,96,108,17,9,216,,82,9,73,7,2,558,43,37,1578,,478,251,227,56,195,2020-03-16 17:00:00,,
2020-03-16,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,14649,1420,2368,43565,,10861,6994,3867,823,6171,13272,1587,1377,202,357,3196,,818,727,91,56,671,9180,1087,1722,23430,,6371,3752,2619,383,3369,2020-03-16 17:00:00,,
2020-03-16,ITA,Marche,11,43.61675973,13.5188753,11,IT-57,Marche,1525271,9401,1242,57,0,3225,,1185,638,547,110,528,1133,234,109,11,0,279,,98,19,79,12,7,919,47,0,1975,,872,455,417,63,392,2020-03-16 17:00:00,,
2020-03-16,ITA,Molise,14,41.55774754,14.65916051,14,IT-67,Molise,305617,4461,21,1,5,253,,15,8,7,5,3,17,0,4,1,5,5,,-2,1,-3,1,0,7,1,5,41,,1,2,-1,3,-1,2020-03-16 17:00:00,,
2020-03-16,ITA,Piemonte,1,45.0732745,7.680687483,1,IT-21,Piemonte,4356406,25387,1516,111,0,5588,,1405,1231,174,186,1045,1111,238,405,30,0,1213,,375,334,41,15,319,1166,98,0,3907,,1068,959,109,136,823,2020-03-16 17:00:00,,
2020-03-16,ITA,Puglia,16,41.12559576,16.86736689,16,IT-75,Puglia,4029053,19541,230,16,2,2017,,212,122,90,6,116,230,64,0,0,0,0,,0,0,0,0,0,180,13,1,1332,,166,96,70,0,96,2020-03-16 17:00:00,nd-IT-0005,nd-EN-0005
2020-03-16,ITA,Sardegna,20,39.21531192,9.110616306,20,IT-88,Sardegna,1639591,24100,107,2,0,797,,105,39,66,0,39,77,30,30,0,0,184,,30,23,7,0,23,88,2,0,612,,86,31,55,0,31,2020-03-16 17:00:00,,
2020-03-16,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,213,2,8,2653,,203,95,108,20,75,188,32,25,0,1,201,,24,24,0,5,19,159,2,6,1817,,151,76,75,20,56,2020-03-16 17:00:00,,
2020-03-16,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,866,14,11,5910,,841,282,559,107,175,781,151,85,6,1,778,,78,0,78,0,0,658,13,10,3892,,635,166,469,98,68,2020-03-16 17:00:00,,
2020-03-16,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,378,6,5,1006,,367,92,275,19,73,378,172,0,0,0,0,,0,0,0,0,0,345,6,5,739,,334,80,254,17,63,2020-03-16 17:00:00,nd-IT-0003,nd-EN-0003
2020-03-16,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,164,1,4,1093,,159,45,114,15,30,143,36,21,0,1,128,,20,7,13,2,5,136,1,4,910,,131,39,92,13,26,2020-03-16 17:00:00,,
2020-03-16,ITA,Valle d'Aosta,2,45.73750286,7.320149366,2,IT-23,Valle d'Aosta,125666,3261,105,2,0,287,,103,33,70,5,28,57,15,48,1,0,57,,47,20,27,2,18,90,2,0,220,,88,29,59,5,24,2020-03-16 17:00:00,,
2020-03-16,ITA,Veneto,5,45.43490485,12.33845213,5,IT-34,Veneto,4905854,18020,2473,69,130,35052,,2274,654,1620,156,498,2172,235,301,6,10,2506,,285,99,186,27,72,1729,49,100,19096,,1580,417,1163,105,312,2020-03-16 17:00:00,,
2020-03-17,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,229,6,7,1688,,216,126,90,32,94,176,39,53,2,0,155,,51,18,33,-5,23,191,5,7,1378,,179,100,79,23,77,2020-03-17 17:00:00,,
2020-03-17,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,20,0,0,262,,20,7,13,2,5,12,1,8,0,0,32,,8,4,4,0,4,13,0,0,114,,13,5,8,2,3,2020-03-17 17:00:00,,
2020-03-17,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,291,8,1,2149,,282,82,200,11,71,241,37,50,2,1,409,,47,18,29,0,18,253,8,1,2113,,244,64,180,10,54,2020-03-17 17:00:00,,
2020-03-17,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,114,1,1,1293,,112,55,57,10,45,89,21,25,0,0,263,,25,12,13,3,9,101,1,-1,933,,101,45,56,8,37,2020-03-17 17:00:00,,
2020-03-17,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,460,9,28,2685,,423,151,272,24,127,400,67,60,0,0,168,,60,26,34,2,24,333,9,27,1544,,297,110,187,16,94,2020-03-17 17:00:00,,
2020-03-17,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,3931,393,134,14510,,3404,1789,1615,223,1566,3522,429,409,47,46,1414,,316,230,86,26,204,2398,308,103,9016,,1987,1022,965,125,897,2020-03-17 17:00:00,nd-IT-0008,nd-EN-0008
2020-03-17,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,394,30,17,4958,,347,125,222,21,104,386,39,8,8,-1,107,,1,10,-9,2,8,278,27,14,3356,,237,92,145,15,77,2020-03-17 17:00:00,,
2020-03-17,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,607,23,34,9436,,550,358,192,44,314,523,87,84,4,2,106,,78,60,18,13,47,491,17,23,5845,,451,293,158,29,264,2020-03-17 17:00:00,,
2020-03-17,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,778,60,57,2509,,661,384,277,85,299,667,108,111,10,15,320,,86,56,30,12,44,637,52,52,1815,,533,298,235,56,242,2020-03-17 17:00:00,,
2020-03-17,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,16220,1640,2485,46449,,12095,7832,4263,879,6953,14649,1377,1571,220,117,2884,,1234,838,396,56,782,10429,1172,1589,24970,,7668,4047,3621,413,3634,2020-03-17 17:00:00,,
2020-03-17,ITA,Marche,11,43.61675973,13.5188753,11,IT-57,Marche,1525271,9401,1371,69,0,3225,,1302,708,594,109,599,1242,109,129,12,0,0,,117,70,47,-1,71,977,56,0,1788,,921,502,419,55,447,2020-03-17 17:00:00,,
2020-03-17,ITA,Molise,14,41.55774754,14.65916051,14,IT-67,Molise,305617,4461,25,1,5,301,,19,12,7,5,7,21,4,4,0,0,48,,4,4,0,0,4,10,1,5,76,,4,6,-2,2,4,2020-03-17 17:00:00,,
2020-03-17,ITA,Piemonte,1,45.0732745,7.680687483,1,IT-21,Piemonte,4356406,25387,1897,133,0,6543,,1764,1584,180,206,1378,1516,405,381,22,0,955,,359,353,6,20,333,1444,116,0,4169,,1328,1212,116,140,1072,2020-03-17 17:00:00,,
2020-03-17,ITA,Puglia,16,41.12559576,16.86736689,16,IT-75,Puglia,4029053,19541,340,18,2,3077,,320,169,151,14,155,230,0,110,2,0,1060,,108,47,61,8,39,281,15,1,2330,,265,135,130,8,127,2020-03-17 17:00:00,,
2020-03-17,ITA,Sardegna,20,39.21531192,9.110616306,20,IT-88,Sardegna,1639591,24100,117,2,0,1003,,115,40,75,4,36,107,30,10,0,0,206,,10,1,9,4,-3,97,2,0,799,,95,31,64,4,27,2020-03-17 17:00:00,,
2020-03-17,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,237,3,8,2916,,226,114,112,28,86,213,25,24,1,0,263,,23,19,4,8,11,175,3,6,1961,,166,95,71,26,69,2020-03-17 17:00:00,,
2020-03-17,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,1053,17,12,6727,,1024,472,552,143,329,866,85,187,3,1,817,,183,190,-7,36,154,789,16,9,4154,,764,341,423,103,238,2020-03-17 17:00:00,,
2020-03-17,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,385,7,10,1727,,368,129,239,22,107,378,0,7,1,5,721,,1,37,-36,3,34,333,7,8,1328,,318,107,211,19,88,2020-03-17 17:00:00,,
2020-03-17,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,197,1,4,1323,,192,57,135,21,36,164,21,33,0,0,230,,33,12,21,6,6,160,1,4,1063,,155,47,108,19,28,2020-03-17 17:00:00,,
